名前,ふりがな,アドレス,性別,年齢,誕生日,婚姻,血液型,都道府県,電話番号,携帯,キャリア,カレーの食べ方
羽田 雅彦,はだ まさひこ,hada_masahiko@example.com,男,56,1963/7/13,既婚,A型,山口県,036-927-8888,080-9321-8247,ソフトバンク,左ルー・ナン派
堤 淳子,つつみ あつこ,tsutsumi_atsuko@example.com,女,20,1999/9/18,未婚,B型,東京都,019- 59-4628,080-4286-3840,au,左ルー・せき止め派
野中 努,のなか つとむ,nonaka_tsutomu@example.com,男,36,1983/3/9,既婚,A型,千葉県,0 1-135-7100,090-5320-5482,au,手前ルー・ルー攻め派
野原 薫,のはら かおる,nohara_kaoru@example.com,女,57,1962/12/18,既婚,A型,東京都,025- 12-5469,090-3337-6023,au,ぶっかけ・ルー攻め派
田中 礼子,たなか れいこ,tanaka_reiko@example.com,女,20,1999/5/14,既婚,O型,宮城県,097-604-5473,090-9281-2408,ドコモ,手前ルー・混ぜ混ぜ派
甲斐 朝陽,かい あさひ,kai_asahi@example.com,女,28,1991/9/24,未婚,A型,山梨県,094-777-6822,090-4944- 341,ドコモ,奥ルー・ナン派
河田 高史,かわた たかし,kawata_takashi@example.com,男,32,1987/3/26,既婚,B型,神奈川県,039-907-5208,080-1127-5128,ドコモ,右ルー・別口派
野本 しぼり,のもと しぼり,nomoto_shibori@example.com,女,77,1942/9/10,既婚,A型,福岡県,088-842-7858,090-4719- 880,ドコモ,左ルー・ルー攻め派
花田 くるみ,はなだ くるみ,hanada_kurumi@example.com,女,27,1992/11/11,未婚,B型,千葉県,094-901-2550,090-2580-3033,au,左ルー・ルー攻め派
八十田 拓郎,やそだ たくろう,yasoda_takurou@example.com,男,48,1971/4/13,既婚,A型,東京都,095-323-4561,080-7700-6149,au,左ルー・混ぜ混ぜ派
青柳 優,あおやぎ ゆう,aoyagi_yuu@example.com,女,55,1965/1/21,既婚,AB型,茨城県,012-446-1676,090-1943-8896,ソフトバンク,ぶっかけ・せき止め派
小宮 隆博,こみや たかひろ,komiya_takahiro@example.com,男,35,1984/7/29,未婚,O型,福井県,045-658-7607,090-4270-2785,ソフトバンク,ぶっかけ・せき止め派
福島 真吾,ふくしま しんご,fukushima_shingo@example.com,男,22,1997/3/1,未婚,A型,北海道,043-327-6952,090-7511-3869,au,手前ルー・ルー攻め派
稲田 ひろ子,いなだ ひろこ,inada_hiroko@example.com,女,32,1987/12/11,既婚,A型,北海道,010- 21-8551,080-9147-6512,ドコモ,ぶっかけ・せき止め派
高岡 瞬,たかおか しゅん,takaoka_shun@example.com,男,21,1998/3/10,未婚,B型,岩手県,053-236-8339,080-2937-7638,ドコモ,手前ルー・せき止め派
上野 景子,うえの けいこ,ueno_keiko@example.com,女,76,1943/6/27,既婚,A型,北海道,016- 15- 212,090- 106-3194,ドコモ,右ルー・混ぜ混ぜ派
下山 六郎,しもやま ろくろう,shimoyama_rokurou@example.com,男,54,1965/3/8,既婚,A型,岡山県,089- 69-4750,090-2437- 913,ドコモ,左ルー・ルー攻め派
福田 徹,ふくだ とおる,fukuda_tooru@example.com,男,59,1960/12/30,既婚,B型,山形県,0 4- 92-4571,090-3999-3204,au,左ルー・せき止め派
秋元 未來,あきもと みらい,akimoto_mirai@example.com,女,19,2000/6/17,未婚,A型,宮城県,0 2-775-6257,090-3227-9774,ソフトバンク,ぶっかけ・ルー攻め派
宍戸 夏希,ししど なつき,shishido_natsuki@example.com,女,38,1981/11/9,既婚,A型,岡山県,090-227-5222,080-5036-1843,au,ぶっかけ・ルー攻め派
三上 薫,みかみ かおる,mikami_kaoru@example.com,女,54,1965/7/27,既婚,AB型,愛媛県,0 8-799-2840,090-7745-6052,ソフトバンク,ぶっかけ・別口派
佐々木 友也,ささき ともや,sasaki_tomoya@example.com,男,60,1959/12/22,既婚,O型,岩手県,058-130-5927,090-9804-8360,ドコモ,ぶっかけ・別口派
河本 美里,こうもと みり,koumoto_miri@example.com,女,59,1960/4/8,既婚,A型,石川県,052-395-8363,090-1057-9843,ドコモ,左ルー・せき止め派
小峰 精児,こみね せいじ,komine_seiji@example.com,男,31,1988/11/18,既婚,O型,香川県,082-487-4521,090-4951- 190,au,左ルー・せき止め派
首藤 コウ,すどう こう,sudou_kou@example.com,女,41,1978/9/5,既婚,B型,京都府,081-397-2365,090-9511-1920,au,左ルー・混ぜ混ぜ派
大井 龍吉,おおい りゅうきち,ooi_ryuukichi@example.com,男,32,1988/1/2,既婚,A型,長野県,045-251-7249,090-6845-4469,ソフトバンク,ぶっかけ・別口派
加藤 亜希,かとう あき,katou_aki@example.com,女,22,1997/8/7,未婚,A型,神奈川県,016-278-4281,080-9520-6953,ソフトバンク,左ルー・ナン派
池田 礼子,いけだ れいこ,ikeda_reiko@example.com,女,24,1995/6/18,未婚,B型,愛知県,067-932-6154,080-1352-6546,ドコモ,左ルー・せき止め派
綾小路 宏行,あやのこうじ ひろゆき,ayanokouji_hiroyuki@example.com,男,76,1943/6/15,既婚,B型,新潟県,040-153-9904,080-2539-3916,ソフトバンク,奥ルー・ルー攻め派
杉山 コウ,すぎやま こう,sugiyama_kou@example.com,女,76,1943/4/3,既婚,O型,千葉県,054-324-8190,090-2664- 968,ソフトバンク,ぶっかけ・せき止め派
浅倉 妃里,あさくら ゆり,asakura_yuri@example.com,女,47,1972/6/28,既婚,A型,静岡県,0 8-978-3277,090-2077-3350,ドコモ,左ルー・混ぜ混ぜ派
石川 三郎,いしかわ さぶろう,ishikawa_saburou@example.com,男,37,1982/5/13,未婚,A型,大分県,030-445-5400,080-8022- 161,au,左ルー・ルー攻め派
門田 たまき,かどた たまき,kadota_tamaki@example.com,女,19,2000/4/16,未婚,A型,北海道,036-127-9648,080-8722-2512,au,奥ルー・混ぜ混ぜ派
西田 瞳,にしだ ひとみ,nishida_hitomi@example.com,女,63,1956/11/29,既婚,A型,埼玉県,043-224-8857,080-6289-6400,ドコモ,ぶっかけ・せき止め派
平井 翔子,ひらい しょうこ,hirai_shouko@example.com,女,50,1969/12/14,未婚,A型,神奈川県,062-440-5026,080-5061-4001,ドコモ,左ルー・せき止め派
米田 獅童,よねだ しどう,yoneda_shidou@example.com,男,77,1943/1/28,既婚,A型,広島県,095-802- 807,090-8392-6211,au,左ルー・せき止め派
大谷 莉緒,おおたに りお,ootani_rio@example.com,女,77,1942/3/1,既婚,A型,岩手県,0 3-123-8287,090-6699-3218,au,右ルー・ルー攻め派
河合 未來,かわい みらい,kawai_mirai@example.com,男,69,1950/3/25,既婚,O型,茨城県,090- 56-4636,080-9414-2747,ドコモ,左ルー・ルー攻め派
北村 夏希,きたむら なつき,kitamura_natsuki@example.com,女,59,1960/6/12,既婚,A型,兵庫県,065-462-8892,090-7095-2188,ドコモ,奥ルー・せき止め派
川原 佳乃,かわはら よしの,kawahara_yoshino@example.com,女,69,1950/6/11,既婚,O型,福島県,013-415-2199,090- 155- 602,au,左ルー・混ぜ混ぜ派
田口 芳正,たぐち よしまさ,taguchi_yoshimasa@example.com,男,20,1999/7/7,未婚,AB型,福岡県,097-602-6445,080- 732-2841,ドコモ,奥ルー・別口派
藤木 奈央,ふじき なお,fujiki_nao@example.com,女,30,1989/9/7,既婚,A型,香川県,0 1-887-4459,080-3764-4718,ドコモ,手前ルー・ルー攻め派
大島 真奈美,おおしま まなみ,ooshima_manami@example.com,女,78,1941/6/24,既婚,O型,茨城県,062-228-2453,090-2866-8354,au,右ルー・混ぜ混ぜ派
平田 秀隆,ひらた ひでたか,hirata_hidetaka@example.com,男,25,1994/5/21,既婚,B型,千葉県,0 4-271-9525,080-9662-2547,ドコモ,奥ルー・混ぜ混ぜ派
神保 ノブヒコ,じんぼ のぶひこ,jinbo_nobuhiko@example.com,男,27,1992/6/14,既婚,O型,静岡県,076-944-7487,080-6177-1193,ドコモ,左ルー・別口派
塩沢 裕司,しおざわ ゆうじ,shiozawa_yuuji@example.com,男,58,1961/6/2,既婚,A型,神奈川県,011-106-2603,090- 870-2444,ドコモ,左ルー・ルー攻め派
松野 栄一,まつの えいいち,matsuno_eiichi@example.com,男,42,1978/2/10,既婚,O型,東京都,089-765-5610,080-2686-7584,ドコモ,ぶっかけ・せき止め派
塩田 礼子,しおた れいこ,shiota_reiko@example.com,女,25,1994/7/19,既婚,B型,大分県,080-746-7557,090-6778-1598,ドコモ,左ルー・混ぜ混ぜ派
細井 薫,ほそい かおる,hosoi_kaoru@example.com,男,61,1958/4/14,既婚,B型,福島県,041-355-9259,080-8963-3900,ソフトバンク,ぶっかけ・ルー攻め派
五味 三省,ごみ さんせい,gomi_sansei@example.com,男,62,1957/12/10,既婚,A型,大阪府,046-171-1955,090-2443-5863,au,ぶっかけ・せき止め派
田淵 蒼甫,たぶち そうすけ,tabuchi_sousuke@example.com,男,73,1946/4/15,既婚,B型,石川県,039-943-2346,090-4892-8780,ドコモ,手前ルー・ルー攻め派
桜田 美里,さくらだ みり,sakurada_miri@example.com,女,70,1950/2/1,既婚,B型,宮城県,051- 61-7836,090-2756-1717,au,手前ルー・せき止め派
川辺 建,かわべ けん,kawabe_ken@example.com,男,25,1994/6/20,既婚,B型,神奈川県,021-255-3364,090- 394-8071,ドコモ,手前ルー・別口派
加納 綾女,かのう あやめ,kanou_ayame@example.com,女,78,1941/6/21,既婚,A型,熊本県,016-231-4362,090-3105-4336,ドコモ,奥ルー・ルー攻め派
塚本 恵梨香,つかもと えりか,tsukamoto_erika@example.com,女,65,1954/10/10,既婚,A型,神奈川県,095-554-2497,090-7409-7866,ドコモ,右ルー・せき止め派
金丸 菜々美,かなまる ななみ,kanamaru_nanami@example.com,女,71,1948/6/19,既婚,A型,神奈川県,012-932-9000,080-9547-8626,ドコモ,別盛り・混ぜ混ぜ派
笠井 高史,かさい たかし,kasai_takashi@example.com,男,28,1991/7/27,既婚,AB型,新潟県,029-816-2988,090-2353-1607,ソフトバンク,ぶっかけ・せき止め派
笹原 瞬,ささはら しゅん,sasahara_shun@example.com,女,68,1952/1/16,既婚,O型,北海道,046- 25-7521,080-9040-5778,ソフトバンク,奥ルー・せき止め派
芦田 めぐみ,あしだ めぐみ,ashida_megumi@example.com,女,57,1962/12/25,既婚,A型,熊本県,0 5-552-7956,080-8301- 715,ドコモ,右ルー・別口派
古川 小雁,ふるかわ こがん,furukawa_kogan@example.com,男,75,1944/6/7,既婚,B型,北海道,025- 57-2399,080-9426-3263,ドコモ,手前ルー・ルー攻め派
黒田 サンタマリア,くろた さんたまりあ,kurota_stmaria@example.com,女,67,1952/3/5,既婚,AB型,静岡県,063- 34-6085,090-2693-4189,ドコモ,左ルー・せき止め派
富岡 美月,とみおか みづき,tomioka_miduki@example.com,女,35,1984/4/10,未婚,A型,長崎県,019- 22-4961,080-4337-7276,ドコモ,左ルー・混ぜ混ぜ派
早川 砂羽,はやかわ さわ,hayakawa_sawa@example.com,女,76,1943/12/8,既婚,AB型,埼玉県,093-158-3969,090-5017-5125,au,手前ルー・混ぜ混ぜ派
今川 礼子,いまがわ れいこ,imagawa_reiko@example.com,女,42,1977/2/21,既婚,A型,北海道,015- 16-6285,090-3197-7117,au,手前ルー・混ぜ混ぜ派
菊田 サンタマリア,きくた さんたまりあ,kikuta_stmaria@example.com,男,72,1947/10/6,既婚,A型,長野県,048- 57-9230,090-4963-3175,ソフトバンク,右ルー・せき止め派
新井 エリカ,あらい えりか,arai_erika@example.com,女,72,1947/3/20,既婚,A型,東京都,041-229-6263,080-4510-9288,au,左ルー・ナン派
中尾 莉緒,なかお りお,nakao_rio@example.com,女,35,1984/6/4,既婚,A型,京都府,095-191-6559,080-4395-6727,ソフトバンク,手前ルー・ルー攻め派
矢野 莉緒,やの りお,yano_rio@example.com,女,22,1997/10/4,未婚,A型,東京都,013-662-8125,080-3268-7569,ドコモ,ぶっかけ・ルー攻め派
相馬 仁,あいば じん,aiba_jin@example.com,男,73,1947/1/19,既婚,O型,東京都,073-726-5933,090-9654-7743,ドコモ,左ルー・混ぜ混ぜ派
神保 奈々,じんぼ なな,jinbo_nana@example.com,女,18,2001/11/8,未婚,A型,京都府,080-359-5112,090-3823-9762,ソフトバンク,左ルー・混ぜ混ぜ派
日野 鉄二,ひの てつじ,hino_tetsuji@example.com,男,35,1984/2/22,既婚,A型,愛知県,087-980-1772,080-2631-1267,ドコモ,左ルー・せき止め派
田村 米蔵,たむら よねぞう,tamura_yonezou@example.com,男,22,1997/5/29,未婚,O型,福岡県,068-638-6867,080-2835-9250,au,ぶっかけ・せき止め派
青柳 ケンイチ,あおやぎ けんいち,aoyagi_kenichi@example.com,男,64,1955/6/18,既婚,O型,神奈川県,046-345-5402,080-7309-5918,au,ぶっかけ・せき止め派
菅野 瞬,かんの しゅん,kanno_shun@example.com,男,59,1960/9/10,既婚,O型,東京都,050-475-7257,090-9063-3718,ドコモ,手前ルー・混ぜ混ぜ派
紺野 れいな,こんの れいな,konno_reina@example.com,女,31,1988/8/18,既婚,A型,東京都,012-900-4321,090-7773-6106,au,ぶっかけ・ナン派
布施 涼子,ふせ りょうこ,fuse_ryouko@example.com,女,29,1990/10/3,未婚,O型,東京都,0 6-206-1144,080-3195-1831,au,別盛り・せき止め派
城戸 晃司,きど こうじ,kido_kouji@example.com,男,41,1978/10/10,未婚,A型,秋田県,098-414-6153,090-3975-  70,au,ぶっかけ・別口派
清田 将也,きよた まさや,kiyota_masaya@example.com,男,39,1980/8/26,既婚,A型,香川県,067-146-4373,090-8956-9993,ドコモ,ぶっかけ・ルー攻め派
萩原 育二,はぎわら いくじ,hagiwara_ikuji@example.com,男,36,1984/1/9,既婚,A型,埼玉県,071-235-  91,090-9609-1132,ソフトバンク,奥ルー・せき止め派
野島 達士,のじま たつひと,nojima_tatsuhito@example.com,男,32,1987/11/11,未婚,A型,長野県,0 9-338-3078,090-  76-4408,ドコモ,ぶっかけ・せき止め派
志田 ジョージ,しだ じょーじ,shida_george@example.com,男,58,1961/2/20,既婚,A型,高知県,025-631-7605,090- 860-9995,au,ぶっかけ・ルー攻め派
北川 隆之介,きたがわ りゅうのすけ,kitagawa_ryuunosuke@example.com,男,41,1978/2/26,既婚,O型,熊本県,033- 70-1566,080-1388-6121,au,左ルー・混ぜ混ぜ派
高島 真一,たかしま しんいち,takashima_shinichi@example.com,男,54,1965/4/24,既婚,O型,東京都,027-387-4712,080-9663-3455,ドコモ,右ルー・せき止め派
小野田 豊,おのだ ゆたか,onoda_yutaka@example.com,男,50,1970/2/2,既婚,A型,東京都,091-286-3016,090-4826- 623,au,左ルー・混ぜ混ぜ派
坂野 恵麻,いたの えま,itano_ema@example.com,女,43,1976/9/20,既婚,O型,愛知県,084-297-9601,080-7311-8759,ソフトバンク,ぶっかけ・せき止め派
平 明宏,たいら あきひろ,taira_akihiro@example.com,男,60,1959/9/21,既婚,B型,静岡県,030-842-  79,080-3315-6997,ドコモ,右ルー・混ぜ混ぜ派
菅 夏希,すが なつき,suga_natsuki@example.com,女,41,1978/12/11,既婚,A型,東京都,070-634-4631,080- 540-9465,ドコモ,左ルー・ルー攻め派
秋葉 知世,あきば ちせ,akiba_chise@example.com,女,77,1942/9/17,既婚,A型,埼玉県,079-631-7386,080-3653-8469,au,左ルー・ルー攻め派
高柳 信輔,たかやなぎ しんすけ,takayanagi_shinsuke@example.com,男,37,1982/5/25,既婚,A型,神奈川県,090-764-9176,080-6522-4594,ドコモ,奥ルー・ルー攻め派
玉木 剛基,たまき よしき,tamaki_yoshiki@example.com,男,64,1955/7/30,既婚,B型,滋賀県,046-547-5314,090-3054-4502,ドコモ,右ルー・ルー攻め派
三宅 涼,みやけ りょう,miyake_ryou@example.com,女,56,1963/6/29,既婚,O型,新潟県,095-798-6339,080- 958- 996,ドコモ,左ルー・せき止め派
伊丹 恭子,いたみ きょうこ,itami_kyouko@example.com,女,70,1949/11/27,既婚,O型,奈良県,044-583-8911,090-4955-1031,ドコモ,左ルー・ナン派
内藤 淳,ないとう あつし,naitou_atsushi@example.com,男,39,1980/8/21,既婚,A型,岩手県,052-765-8863,090-9029-3872,ソフトバンク,ぶっかけ・ルー攻め派
猪股 博明,いのまた ひろあき,inomata_hiroaki@example.com,男,72,1947/8/15,既婚,B型,福井県,066-641-6746,090-6502-6364,ドコモ,別盛り・混ぜ混ぜ派
石原 仁晶,いしはら ひろあき,ishihara_hiroaki@example.com,男,22,1998/1/16,未婚,B型,北海道,024-440-7266,080-3883-1694,ソフトバンク,左ルー・ルー攻め派
芦屋 めぐみ,あしや めぐみ,ashiya_megumi@example.com,女,58,1961/10/11,既婚,O型,奈良県,035-965-6459,080-1431-3701,ソフトバンク,右ルー・別口派
芹沢 光,せりざわ ひかる,serizawa_hikaru@example.com,男,49,1970/11/20,既婚,O型,北海道,074-907-6140,090- 153-1482,au,手前ルー・混ぜ混ぜ派
倉持 優,くらもち ゆう,kuramochi_yuu@example.com,女,25,1994/5/15,未婚,A型,熊本県,054-490-7443,080-6688-9770,ドコモ,ぶっかけ・混ぜ混ぜ派
綾小路 恵美,あやのこうじ めぐみ,ayanokouji_megumi@example.com,女,21,1998/6/24,既婚,B型,愛知県,032- 19-9500,080-7517-3309,ソフトバンク,ぶっかけ・ナン派
三島 隆博,みしま たかひろ,mishima_takahiro@example.com,男,42,1977/7/24,未婚,A型,東京都,023-573-6380,090-6314-4107,au,ぶっかけ・せき止め派
加藤 草太,かとう そうた,katou_souta@example.com,男,73,1946/5/22,既婚,O型,東京都,023- 77-7741,090-4185-9060,ドコモ,左ルー・ルー攻め派
大地 芽以,おおち めい,oochi_mei@example.com,女,20,1999/12/21,未婚,A型,愛知県,083- 42-8991,090-6251-1839,ソフトバンク,別盛り・せき止め派
七瀬 みあ,ななせ みあ,nanase_mia@example.com,女,33,1986/9/14,未婚,A型,神奈川県,090-895-6478,090-6133-5716,ドコモ,別盛り・ルー攻め派
堀北 文世,ほりきた ふみよ,horikita_fumiyo@example.com,女,21,1998/6/4,既婚,O型,福井県,066-120- 664,080-6127- 391,ドコモ,右ルー・ルー攻め派
片瀬 宏,かたせ ひろし,katase_hiroshi@example.com,男,60,1959/9/6,既婚,AB型,愛媛県,061-578- 452,080-3120- 981,ソフトバンク,ぶっかけ・ルー攻め派
山村 遥,やまむら はるか,yamamura_haruka@example.com,女,66,1953/10/20,既婚,O型,広島県,072-904-3394,080- 715-6799,ドコモ,別盛り・混ぜ混ぜ派
杉下 きみまろ,すぎした きみまろ,sugishita_kimimaro@example.com,男,25,1994/7/4,未婚,B型,岩手県,042- 28-7050,090-2516-6197,ドコモ,別盛り・ルー攻め派
丹野 美月,たんの みづき,tannno_miduki@example.com,女,71,1948/8/27,既婚,A型,滋賀県,094-770-1733,080-1011-3873,ドコモ,左ルー・せき止め派
坂野 淳,いたの あつし,itano_atsushi@example.com,男,52,1967/10/20,既婚,O型,千葉県,087-990-5478,080-9185-7482,ドコモ,ぶっかけ・ルー攻め派
小林 翔,こばやし しょう,kobayashi_shou@example.com,男,42,1977/4/9,既婚,B型,福岡県,022-975-8421,080-4543-2101,ドコモ,左ルー・せき止め派
