名前,ふりがな,アドレス,性別,年齢,誕生日,婚姻,血液型,都道府県,電話番号,携帯,キャリア,カレーの食べ方
大矢 翔太,おおや しょうた,ooya_shouta@example.com,男,44,1975/3/11,既婚,O型,東京都,033-233- 796,080-7825-9259,ドコモ,右ルー・別口派
吉本 満,よしもと みつる,yoshimoto_mitsuru@example.com,男,18,2001/12/17,未婚,A型,広島県,048-357-4471,080-8494-1512,ドコモ,左ルー・混ぜ混ぜ派
吉岡 愛菜,よしおか あいな,yoshioka_aina@example.com,女,33,1986/12/25,既婚,A型,東京都,0  -804-7829,080-2808-4842,ドコモ,右ルー・せき止め派
川井 慶二,かわい けいじ,kawai_keiji@example.com,男,16,2004/1/29,未婚,A型,沖縄県,085-733- 779,080-2499-2217,ソフトバンク,ぶっかけ・せき止め派
薬師丸 竜次,やくしまる りゅうじ,yakushimaru_ryuuji@example.com,男,83,1936/9/26,既婚,A型,広島県,0 8-735-7029,090-9276-  72,ドコモ,奥ルー・別口派
浅見 沙知絵,あさみ さちえ,asami_sachie@example.com,女,75,1944/10/18,既婚,A型,東京都,099-849-7221,090-9173-5251,ドコモ,右ルー・せき止め派
大木 玲那,おおき れな,ooki_rena@example.com,女,27,1992/9/25,既婚,B型,山梨県,095-215-1086,080- 253-4710,ドコモ,左ルー・ルー攻め派
福田 徹,ふくだ とおる,fukuda_tooru@example.com,男,75,1944/11/22,既婚,O型,東京都,019- 33-7073,080-7856-6521,ドコモ,ぶっかけ・ルー攻め派
古田 真一,ふるた しんいち,furuta_shinichi@example.com,男,34,1985/8/22,既婚,AB型,大阪府,032-122-6400,090-5955- 842,ドコモ,ぶっかけ・ルー攻め派
池上 博明,いけがみ ひろあき,ikegami_hiroaki@example.com,男,47,1972/6/29,既婚,B型,福岡県,047-814-9755,080-5742-1219,ソフトバンク,手前ルー・せき止め派
松下 了,まつした りょう,matsushita_ryou@example.com,男,69,1950/12/23,既婚,A型,愛媛県,095-677-3769,090-4142-5003,ドコモ,別盛り・せき止め派
斎藤 咲,さいとう さき,saitou_saki@example.com,女,12,2007/6/15,未婚,O型,東京都,017-932-4123,080-5648-4740,ドコモ,ぶっかけ・ルー攻め派
武 ジローラモ,たけ じろーらも,take_girolamo@example.com,男,62,1957/10/11,既婚,O型,兵庫県,023- 65- 482,090-5707-3792,ドコモ,別盛り・ルー攻め派
米田 浩正,よねだ ひろまさ,yoneda_hiromasa@example.com,男,49,1971/1/20,未婚,A型,長崎県,097-272-3199,090-8607-2689,ドコモ,左ルー・せき止め派
浜本 哲平,はまもと てっぺい,hamamoto_teppei@example.com,男,43,1976/7/9,既婚,A型,東京都,029-280-6898,080-3898-1009,ソフトバンク,ぶっかけ・別口派
滝沢 遥,たきざわ はるか,takizawa_haruka@example.com,女,61,1958/11/14,既婚,O型,埼玉県,011-632-6353,080-1327-6191,ドコモ,左ルー・ルー攻め派
根本 恵梨香,ねもと えりか,nemoto_erika@example.com,女,74,1945/3/21,既婚,O型,青森県,049-600-8161,090-8416-9886,ドコモ,右ルー・ルー攻め派
坂上 美希,さかがみ みき,sakagami_miki@example.com,女,79,1940/2/26,既婚,A型,東京都,042-389- 645,090-3053-6815,ツーカー,手前ルー・混ぜ混ぜ派
相武 明日,あいぶ めいび,aibu_meibi@example.com,女,37,1982/11/1,既婚,AB型,埼玉県,041-683-6822,090-5948-7856,ドコモ,手前ルー・ルー攻め派
毛利 瞳,もうり ひとみ,mouri_hitomi@example.com,女,48,1972/1/30,既婚,A型,愛媛県,015-866-5551,090-4598-1626,ドコモ,ぶっかけ・混ぜ混ぜ派
米沢 京子,よねざわ きょうこ,yonezawa_kyouko@example.com,女,79,1940/9/16,既婚,A型,東京都,026-453-1473,090-3589-4863,ドコモ,ぶっかけ・混ぜ混ぜ派
吉野 龍吉,よしの りゅうきち,yoshino_ryuukichi@example.com,男,64,1955/7/18,既婚,A型,広島県,0  -160-6238,090-1840-7130,ドコモ,奥ルー・せき止め派
細川 大樹,ほそかわ ひろき,hosokawa_hiroki@example.com,男,60,1959/6/16,既婚,B型,熊本県,012-695-7637,080-4258-4672,ドコモ,右ルー・せき止め派
高崎 賢二,たかさき けんじ,takasaki_kenji@example.com,男,52,1967/12/16,既婚,B型,千葉県,063-958-5918,090-9690-9050,ドコモ,右ルー・せき止め派
中根 基祐,なかね きすけ,nakane_kisuke@example.com,男,72,1947/10/15,既婚,O型,北海道,040-932-2944,080-7212-3798,ドコモ,左ルー・混ぜ混ぜ派
吉本 晋也,よしもと しんや,yoshimoto_shinya@example.com,男,68,1951/2/28,既婚,A型,東京都,065-339-9857,090- 705-1684,au,左ルー・混ぜ混ぜ派
浅井 由樹,あさい ゆき,asai_yuki@example.com,女,13,2006/3/19,未婚,A型,秋田県,071-605-9400,080-4144- 878,ドコモ,ぶっかけ・ルー攻め派
藤沢 ヒロ,ふじさわ ひろ,fujisawa_hiro@example.com,男,47,1972/5/15,既婚,O型,大阪府,041-212-7254,080-7834-5205,au,奥ルー・ルー攻め派
根本 鉄二,ねもと てつじ,nemoto_tetsuji@example.com,男,65,1954/11/13,既婚,A型,静岡県,029-473-5671,090-  47- 253,au,ぶっかけ・せき止め派
沢井 美佳,さわい みか,sawai_mika@example.com,女,37,1982/3/16,既婚,A型,千葉県,042-927-8819,090-7438-9746,ドコモ,左ルー・せき止め派
浦田 誠一,うらた せいいち,urata_seiichi@example.com,男,14,2005/7/31,未婚,A型,大阪府,028-262-1654,080-9205-6494,ドコモ,ぶっかけ・ルー攻め派
大江 弘也,おおえ ひろなり,ooe_hironari@example.com,男,75,1944/11/24,既婚,A型,佐賀県,023-314- 220,080-1357-2310,au,左ルー・せき止め派
柴山 涼,しばやま りょう,shibayama_ryou@example.com,女,32,1987/3/15,既婚,O型,高知県,069-236-3795,090-9950-9960,au,右ルー・せき止め派
平岡 愛梨,ひらおか あいり,hiraoka_airi@example.com,女,50,1969/7/9,既婚,AB型,宮城県,037-695-7729,090- 514-5622,ドコモ,右ルー・ルー攻め派
大木 雅功,おおき まさとし,ooki_masatoshi@example.com,男,71,1948/9/6,既婚,O型,広島県,0 8-559-3644,090-7760-8610,au,左ルー・別口派
大野 亮介,おおの りょうすけ,oono_ryousuke@example.com,男,16,2003/6/29,未婚,O型,大分県,011- 80-2782,080-5883- 222,au,ぶっかけ・ナン派
長沢 ヒロ,ながさわ ひろ,nagasawa_hiro@example.com,男,84,1935/9/25,既婚,O型,東京都,075-474-1577,080-6110-9430,ドコモ,ぶっかけ・ルー攻め派
黒木 みき,くろき みき,kuroki_miki@example.com,女,51,1968/7/4,既婚,B型,愛知県,066-597-3681,080-4771-9977,au,ぶっかけ・せき止め派
飯田 薫,いいだ かおる,iida_kaoru@example.com,女,25,1994/9/7,既婚,B型,大阪府,049-805-3632,080-6426-9780,au,左ルー・ルー攻め派
小平 薫,こひら かおる,kohira_kaoru@example.com,女,59,1960/6/22,既婚,AB型,東京都,038- 98-4462,090- 996-6183,ドコモ,左ルー・ナン派
川端 愛子,かわばた あいこ,kawabata_aiko@example.com,女,36,1983/7/3,既婚,AB型,千葉県,026-692-9385,080-1365-7510,au,奥ルー・せき止め派
児玉 奈月,こだま なつき,kodama_natsuki@example.com,女,28,1991/8/10,既婚,O型,福井県,057-851-1374,080- 117-3668,ドコモ,左ルー・せき止め派
松元 夏希,まつもと なつき,matsumoto_natsuki@example.com,女,72,1947/5/24,既婚,O型,東京都,032-515-3959,090-9403-9463,ドコモ,右ルー・せき止め派
大和 徹,やまと とおる,yamato_tooru@example.com,男,64,1955/12/20,既婚,AB型,広島県,071-195-7248,090-4420-9615,ドコモ,ぶっかけ・混ぜ混ぜ派
高崎 莉沙,たかさき りさ,takasaki_risa@example.com,女,74,1945/10/22,既婚,O型,茨城県,034- 80-5621,080-4819-9308,ドコモ,別盛り・ルー攻め派
米山 勇介,よねやま ゆうすけ,yoneyama_yuusuke@example.com,男,68,1951/5/13,既婚,O型,埼玉県,032-936-6598,080-2373-1781,ドコモ,右ルー・混ぜ混ぜ派
宮本 りえ,みやもと りえ,miyamoto_rie@example.com,女,52,1967/7/10,既婚,B型,福岡県,078-558-7302,090-5791-7627,au,奥ルー・ルー攻め派
綾瀬 惇,あやせ あつし,ayase_atsushi@example.com,男,77,1943/1/6,既婚,A型,青森県,044-760-7631,090-6883-9389,ドコモ,ぶっかけ・ナン派
島 美嘉,しま みか,shima_mika@example.com,女,74,1945/7/10,既婚,A型,兵庫県,073-361-4497,090-5448-2964,ドコモ,奥ルー・別口派
塩谷 誠一,しおや せいいち,shioya_seiichi@example.com,男,16,2003/9/29,未婚,A型,神奈川県,088-387-4768,080-9298-1906,au,右ルー・ルー攻め派
谷 幸子,たに さちこ,tani_sachiko@example.com,女,58,1961/11/14,既婚,O型,大阪府,016-583-3562,080-7773-6384,ドコモ,奥ルー・せき止め派
谷村 丈史,たにむら たけし,tanimura_takeshi@example.com,男,72,1948/1/30,既婚,A型,兵庫県,049- 27- 746,090-5974-9043,ドコモ,左ルー・せき止め派
矢田 小雁,やだ こがん,yada_kogan@example.com,男,47,1972/7/9,既婚,AB型,兵庫県,046-817- 696,090-4721-7461,ドコモ,手前ルー・せき止め派
柳田 圭,やなぎだ けい,yanagida_kei@example.com,男,37,1982/2/27,既婚,A型,東京都,029- 70-6709,090-7449-  12,ドコモ,ぶっかけ・ナン派
吉岡 京子,よしおか きょうこ,yoshioka_kyouko@example.com,女,45,1974/10/19,既婚,O型,千葉県,020-217-8914,090-7061-4743,au,ぶっかけ・別口派
須田 寿々花,すだ すずか,suda_suzuka@example.com,女,51,1968/11/8,既婚,A型,富山県,048-198-4118,080-6991-9440,au,手前ルー・ナン派
西野 徹平,にしの てっぺい,nishino_teppei@example.com,男,31,1989/1/23,既婚,O型,佐賀県,036-815-6854,090-3573-5150,ドコモ,奥ルー・ナン派
菊池 ひろ子,きくち ひろこ,kikuchi_hiroko@example.com,女,43,1976/4/17,既婚,A型,広島県,010-614-7332,090-8340-4298,ソフトバンク,右ルー・せき止め派
川野 宏行,かわの ひろゆき,kawano_hiroyuki@example.com,男,36,1983/7/29,既婚,O型,宮崎県,052-211-5928,080-8583-7305,ドコモ,奥ルー・別口派
浜口 雄太,はまぐち ゆうた,hamaguchi_yuuta@example.com,男,22,1997/4/9,未婚,O型,神奈川県,043-692-7831,090-6471-3445,ドコモ,ぶっかけ・せき止め派
細井 彩華,ほそい あやか,hosoi_ayaka@example.com,女,23,1996/7/12,未婚,O型,富山県,024-968-7810,090-4432-3276,ドコモ,奥ルー・混ぜ混ぜ派
島崎 孝太郎,しまざき こうたろう,shimazaki_koutarou@example.com,男,61,1958/3/26,既婚,A型,石川県,097-637-5060,080-3579-5434,ソフトバンク,ぶっかけ・混ぜ混ぜ派
松田 満,まつだ みつる,matsuda_mitsuru@example.com,男,52,1967/8/3,既婚,AB型,千葉県,067-151- 790,080- 283-6352,ソフトバンク,左ルー・せき止め派
神山 美希,かみやま みき,kamiyama_miki1@example.com,女,21,1998/9/2,未婚,O型,愛知県,0 1-669-9443,090-1999-7659,ドコモ,ぶっかけ・ルー攻め派
千葉 はるみ,ちば はるみ,chiba_harumi@example.com,女,39,1980/7/8,既婚,A型,京都府,041-253-4109,090-  26- 924,ドコモ,ぶっかけ・混ぜ混ぜ派
小堀 高史,こほり たかし,kohori_takashi@example.com,男,65,1954/6/4,既婚,A型,宮城県,097-972-4229,090-5095-4507,ドコモ,手前ルー・混ぜ混ぜ派
寺脇 恵子,てらわき けいこ,terawaki_keiko@example.com,女,52,1968/2/10,既婚,O型,大阪府,0 3-552-4324,080-8257- 206,ドコモ,右ルー・ナン派
井上 徹平,いのうえ てっぺい,inoue_teppei@example.com,男,81,1939/1/2,既婚,A型,千葉県,069-956-3824,080-7415-8860,au,右ルー・別口派
江崎 優,えざき ゆう,ezaki_yuu@example.com,女,45,1974/6/18,既婚,B型,北海道,0 9-633-4767,090-7094-9174,ドコモ,ぶっかけ・ルー攻め派
美輪 恵子,みわ けいこ,miwa_keiko1@example.com,女,37,1982/11/11,既婚,O型,福島県,070-798-7811,090-6711-5036,ドコモ,奥ルー・ルー攻め派
土橋 知世,つちはし ちせ,tsuchihashi_chise@example.com,女,48,1971/6/21,既婚,O型,三重県,077-380-3663,090-2535-8279,ドコモ,ぶっかけ・別口派
羽田 鉄洋,はた てつひろ,hata_tetsuhiro@example.com,男,46,1973/7/8,既婚,A型,神奈川県,038-500-9932,080- 594-8350,ソフトバンク,右ルー・せき止め派
倉持 優,くらもち ゆう,kuramochi_yuu@example.com,女,38,1981/9/6,既婚,A型,愛知県,015-250-7320,090-9035-4508,ソフトバンク,奥ルー・ナン派
岩田 進,いわた すすむ,iwata_susumu@example.com,男,45,1974/10/26,既婚,A型,埼玉県,090-483-  46,090-9361-5633,ドコモ,別盛り・せき止め派
竹内 景子,たけうち けいこ,takeuchi_keiko@example.com,女,12,2007/6/12,未婚,A型,宮城県,036-658-1512,090-1841-4352,au,右ルー・混ぜ混ぜ派
原 美和子,はら みわこ,hara_miwako@example.com,女,42,1977/5/31,既婚,O型,大分県,014-890-1926,090-6855-4285,au,手前ルー・混ぜ混ぜ派
宮部 フミヤ,みやべ ふみや,miyabe_fumiya@example.com,男,72,1947/12/1,既婚,B型,神奈川県,041-352-9181,090-8178-6750,ツーカー,左ルー・せき止め派
松田 恵梨香,まつだ えりか,matsuda_erika@example.com,女,31,1988/9/20,既婚,A型,茨城県,073-557-4185,090-2921-6582,ドコモ,右ルー・ルー攻め派
児玉 ケンイチ,こだま けんいち,kodama_kenichi@example.com,男,26,1993/10/28,未婚,A型,岩手県,030-860-7390,090-5020-6693,ドコモ,左ルー・せき止め派
中田 惇,なかた あつし,nakata_atsushi@example.com,男,28,1991/8/16,既婚,A型,広島県,098-306- 773,080-2431-7625,ドコモ,左ルー・ルー攻め派
細川 聡,ほそかわ さとし,hosokawa_satoshi@example.com,男,78,1941/5/31,既婚,B型,沖縄県,073-816-3885,090-6531-9909,ドコモ,奥ルー・ルー攻め派
葛山 誠一,かつらやま せいいち,katsurayama_seiichi@example.com,男,40,1979/5/18,既婚,O型,兵庫県,053-953-8747,080- 498-8774,ドコモ,ぶっかけ・せき止め派
尾形 由樹,おがた ゆき,ogata_yuki@example.com,女,64,1955/6/29,既婚,A型,福岡県,096-875-7121,080-2736-3826,ドコモ,ぶっかけ・混ぜ混ぜ派
尾上 那奈,おがみ なな,ogami_nana@example.com,女,24,1995/9/30,未婚,A型,宮城県,032-577-3629,080-2446-1435,ドコモ,左ルー・ルー攻め派
木村 茂樹,きむら しげき,kimura_shigeki@example.com,男,60,1959/7/18,既婚,B型,埼玉県,0 3-546-5457,090-6320-5751,ソフトバンク,左ルー・混ぜ混ぜ派
本間 亮介,ほんま りょうすけ,honnma_ryousuke@example.com,男,71,1948/6/13,既婚,A型,東京都,015-896- 618,090-5100-2592,ドコモ,ぶっかけ・ルー攻め派
金沢 しぼり,かねざわ しぼり,kanezawa_shibori@example.com,女,72,1947/4/10,既婚,A型,神奈川県,031-323-2105,080-8960-3194,au,左ルー・ルー攻め派
哀川 あおい,あいかわ あおい,aikawa_aoi@example.com,女,65,1954/7/5,既婚,AB型,愛知県,079-985-1849,080-6969-  18,au,左ルー・別口派
岡山 晴臣,おかやま はるおみ,okayama_haruomi@example.com,男,21,1998/3/4,未婚,O型,佐賀県,074- 18-3562,090-5652-7861,au,右ルー・混ぜ混ぜ派
田島 丈雄,たじま たけお,tajima_takeo@example.com,男,20,2000/1/29,未婚,A型,北海道,087-475-6922,080-6747-8451,au,ぶっかけ・ルー攻め派
寺本 杏,てらもと あん,teramoto_ann@example.com,女,29,1990/10/6,既婚,A型,東京都,059-746-2206,080-7042-1804,au,右ルー・せき止め派
大島 薫,おおしま かおる,ooshima_kaoru@example.com,男,67,1952/4/26,既婚,A型,福島県,0  -790-8773,090-7902-4932,au,左ルー・せき止め派
志田 薫,しだ かおる,shida_kaoru@example.com,男,47,1973/1/28,未婚,O型,長野県,092-501-6875,080-4664-7173,ドコモ,右ルー・せき止め派
滝口 結子,たきぐち ゆうこ,takiguchi_yuuko@example.com,女,73,1947/1/20,既婚,A型,徳島県,076-194-1832,090-9703-9345,ドコモ,ぶっかけ・混ぜ混ぜ派
畑中 寛,はたなか ひろし,hatanaka_hiroshi@example.com,男,44,1975/3/11,既婚,O型,奈良県,098-388-5915,090-7199- 936,ドコモ,奥ルー・せき止め派
飯島 涼,いいじま りょう,iijima_ryou@example.com,女,47,1972/9/22,既婚,B型,滋賀県,063-462-5960,090-1997- 200,ソフトバンク,左ルー・ルー攻め派
石沢 礼子,いしざわ れいこ,ishizawa_reiko@example.com,女,69,1950/7/5,既婚,A型,北海道,053-975-5940,090-7312-6003,ドコモ,ぶっかけ・せき止め派
山内 淳,やまうち あつし,yamauchi_atsushi@example.com,男,11,2009/2/1,未婚,O型,神奈川県,028- 80-4182,090-2642-9025,au,左ルー・せき止め派
長瀬 りえ,ながせ りえ,nagase_rie@example.com,女,53,1966/8/15,既婚,A型,高知県,016- 11-9075,080-9572-4206,ドコモ,左ルー・せき止め派
松澤 努,まつざわ つとむ,matsuzawa_tsutomu@example.com,男,38,1981/10/3,既婚,O型,埼玉県,028-715- 724,080-9916-1675,ソフトバンク,手前ルー・せき止め派
新垣 幸平,にいがき こうへい,niigaki_kouhei@example.com,男,34,1985/8/3,既婚,A型,石川県,011-576-4400,080-9510-5442,au,手前ルー・混ぜ混ぜ派
金丸 路子,かなまる みちこ,kanamaru_michiko@example.com,女,19,2000/7/23,未婚,AB型,福岡県,075-254-6563,080-9024- 884,ドコモ,右ルー・ルー攻め派
小沢 真帆,おざわ まほ,ozawa_maho@example.com,女,21,1998/7/18,既婚,B型,埼玉県,052-957- 838,090- 997- 303,ソフトバンク,ぶっかけ・せき止め派
滝本 由宇,たきもと ゆう,takimoto_yuu@example.com,女,79,1940/9/1,既婚,A型,群馬県,073- 34-9622,080-4158-2854,au,左ルー・混ぜ混ぜ派
早川 麗奈,はやかわ れな,hayakawa_rena@example.com,女,20,1999/5/19,既婚,A型,高知県,034-667-6536,090-6036-3585,ソフトバンク,ぶっかけ・ナン派
水島 有海,みずしま あみ,mizushima_ami@example.com,女,17,2002/4/5,未婚,O型,東京都,032- 76-4286,080-4130-1484,ドコモ,右ルー・混ぜ混ぜ派
柴山 淳子,しばやま あつこ,shibayama_atsuko@example.com,女,10,2009/9/7,未婚,B型,群馬県,090-817-9589,090-1943-9318,ドコモ,奥ルー・混ぜ混ぜ派
水谷 仁,みずたに じん,mizutani_jin@example.com,男,38,1981/8/9,既婚,A型,東京都,0 5-637-6645,090-6246-5913,ドコモ,右ルー・ルー攻め派
高沢 満,たかさわ みつる,takasawa_mitsuru@example.com,男,43,1976/7/16,既婚,A型,群馬県,0 7-848-3443,080-4007-8648,au,右ルー・混ぜ混ぜ派
小原 隆太,おはら りゅうた,ohara_ryuuta@example.com,男,71,1948/5/16,既婚,O型,兵庫県,079- 46- 559,090-9067-6532,ドコモ,左ルー・別口派
関口 佳乃,せきぐち よしの,sekiguchi_yoshino@example.com,女,68,1952/2/3,既婚,A型,愛知県,076-928-5828,090-8094-8273,ドコモ,左ルー・別口派
